Genes	Protein.Group	Protein.Names	DOUBLEdep_1	DOUBLEdep_2	DOUBLEdep_3	SONdep_1	SONdep_2	SONdep_3	SRRM2-dep_1	SRRM2dep_2	SRRM2dep_3	control_1	control_2	control_3	Top3_DOUBLEdep_1	Top3_DOUBLEdep_2	Top3_DOUBLEdep_3	Top3_SONdep_1	Top3_SONdep_2	Top3_SONdep_3	Top3_SRRM2-dep_1	Top3_SRRM2dep_2	Top3_SRRM2dep_3	Top3_control_1	Top3_control_2	Top3_control_3	peptides_counts_all
ACTBL2	Q562R1	ACTBL_HUMAN	165218	167359	156903	157770	138673	137876	98587.8	134115	145149	120450	97185.6	115349	128331.130216881	NA	194821.903964267	NA	53082.5178910656	148276.8896842	71069.1799822268	51038.4340925001	232025.988770621	NA	NA	65989.3234621697	5
ACTG1	P63261	ACTG_HUMAN	26065	35183	39469.7	13649.1	34363.6	30734.5	38184.3	68503	39166.3	48868.8	33915	29785.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ACTG2	P63267	ACTH_HUMAN	9708.51	10146.5	8222.25	10908.7	6453.72	9585.22	12197.8	10472.6	9600.24	9579.71	2855.37	9710.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ACTL6A	O96019;O96019-2	ACL6A_HUMAN	43383.4	43747.5	49175.7	43130.6	37580.1	46937.7	36181.7	37563.2	38591.2	39047.4	40792.6	42313.7	46405.3892543934	43310.8976892377	57099.9009372987	45220.1989711874	33025.5853217894	45332.4854456387	26346.5037121989	41211.6621852247	34352.933435898	37825.2517307533	32801.5927055345	31525.6882500408	9
ACTL6B	O94805	ACL6B_HUMAN	10427.2	10072.1	11532.6	8160.76	10063.9	9494.95	9992.06	9218.83	8330.35	6382.61	8192.21	9527.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ACTN1	P12814;P12814-3	ACTN1_HUMAN	407156	379130	386629	372106	367707	345787	377140	329982	360523	379790	377764	403243	317464.278729056	297044.205014697	325987.487646379	308721.249192003	296338.747489237	232402.496114087	259401.467900428	293154.166419145	299531.265375937	299099.965028386	264596.08926408	305959.747918915	30
ACTN4	O43707	ACTN4_HUMAN	683145	690126	656511	737430	739392	718414	719806	720522	736106	689395	702718	709440	630571.715886015	782518.373485884	773565.570820645	838227.901800054	736569.139721117	910155.134466182	499528.487386513	785326.517358736	755010.434935443	642065.526184663	550246.25972356	523232.297416238	47
ACTR10	Q9NZ32	ARP10_HUMAN	15358.6	16713.4	15931.6	15883.6	14431	14822.2	12299.6	18547.7	18366.3	15696.2	16341.5	14550.2	13108.8665108243	14101.7042184974	12960.0588484982	12270.0055719987	10410.6116285553	12831.689146913	9435.23098947833	15591.968693278	15650.3664204336	11933.0458669091	11506.4440838011	11244.7832298118	6
ACTR1A	P61163	ACTZ_HUMAN	111048	129666	122246	137271	115258	94207.7	118230	124463	113474	157309	144672	127170	78972.385580914	100037.40189658	97660.7207798093	102470.900931189	87424.6426183766	80510.2773353754	77408.3016328978	103587.910244449	87647.5591867542	111035.719278331	99254.1254944652	100206.39153251	12
ACTR1B	P42025	ACTY_HUMAN	11086.9	NA	NA	NA	11785.9	NA	12143.2	NA	NA	NA	10220	2715.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ACTR2	P61160	ARP2_HUMAN	177368	206449	172741	173914	182045	195798	185786	167634	194344	200273	175266	187266	73006.9710802182	95278.8417083321	96688.8563996868	81391.0087458337	94346.5326364501	71930.4186470901	94826.9149407162	86540.9719983032	143486.644413848	107536.160519795	100735.976781564	101979.984718176	17
ACTR3	P61158	ARP3_HUMAN	240754	241114	225347	215526	199902	206358	217430	194563	237954	187093	187084	147310	83968.8387344181	137735.099942125	102553.930281769	88792.129174519	66933.6482444928	138228.36385788	62391.4260953435	135600.210710283	131313.171183894	63263.304052467	66169.7542416924	50534.9955311086	13
ACTR3B	Q9P1U1	ARP3B_HUMAN	5890.53	7484.8	7382.97	8037.4	NA	NA	NA	6124.65	5359.64	3808.53	1776.59	3910.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ACTR5	Q9H9F9	ARP5_HUMAN	15112.7	14978.8	12205.8	12158.1	14326.6	13006.6	17285.4	12947.2	12063.8	15451	17033.4	17804	13250.5189209652	12544.7747888837	11145.4150078008	11002.8082987606	12131.4280931405	10201.4946716539	15414.4916430957	9786.31517458982	9635.28704136567	12430.0016071446	13013.9253114207	8728.19811621211	6
ACTR6	Q9GZN1	ARP6_HUMAN	6319.37	6833.88	6396.52	6748.86	7143.98	12820.5	NA	8662.82	10133.9	4831.09	5353.45	8202.19	4892.74282351173	5897.41136871958	5966.59574639809	5371.81842106048	NA	NA	NA	6001.25690039358	NA	NA	NA	5487.41934961988	3
ACTR8	Q9H981;Q9H981-2	ARP8_HUMAN	17053.6	16282.4	14242.2	14579.2	17744	16786.6	16689.2	12898.5	14976.3	14667.9	14830.8	16864.1	12931.7187919162	13347.7925093183	11639.7812384462	10896.9728575823	13730.2492013596	13118.1299133987	10157.9572737954	10051.6449544463	12102.7191521245	9723.66427764832	9381.27749437444	7563.65326591761	7
ACYP1	P07311	ACYP1_HUMAN	52843.8	57097.5	50922.4	55650.1	23696.7	55918.1	33767.7	58258.7	61729.8	33772	16797.8	36125.5	25716.7907493945	30163.9992533395	20542.9566091991	22547.9570687897	11564.6822711045	31867.0223769387	NA	26528.5370811756	31600.5781910997	15017.1125628694	10003.4182954867	NA	4
ACYP2	P14621	ACYP2_HUMAN	18345.5	29524.5	20325.4	24191.4	14721.9	23387.7	8371.61	31555.9	23707.7	14915.9	10837.2	9555.58	8470.05482468233	13247.9568845645	10662.3204215434	9909.52087938927	NA	11842.7061179802	3433.47297694507	11367.2772905281	11108.1613490491	6711.66739476346	NA	NA	3
ADA	P00813	ADA_HUMAN	12525.8	13446.9	11941.4	14968.3	15404.2	12068.7	17922.1	13785	15854.9	17727.2	19638.2	19143	9608.14468245568	12887.8176700222	12142.7993963342	15580.9318057536	13986.3756313958	12976.6734766974	16113.1150647421	14524.6957178134	17096.3349734449	14281.4023358957	19451.3729837184	18000.3143805	6
ADAM10	O14672	ADA10_HUMAN	32078.3	37305.7	35543.8	35165.6	42860.1	34829.2	43031.1	29637.9	32054.4	39604.8	41920.9	41536	31788.7422888218	35371.4228425684	39828.1485658493	36781.3424295275	48017.3099255693	32253.6616747977	44936.6300094323	28018.8351493215	30505.0123568254	43049.6341422664	45214.0178542423	38139.6728931861	18
ADAM17	P78536	ADA17_HUMAN	9204.78	10619.5	11678.3	12579.1	13599.8	13266.7	15651.1	12560	14610.2	13469.2	13998.2	15016.1	6774.36588438356	6766.45363102432	7151.06337207686	6261.72227539561	8452.74999377852	8264.69972536818	9768.71416020118	7766.91380700945	9233.32702846838	9609.93499850496	9587.23160123933	10531.148947349	4
ADAM9	Q13443	ADAM9_HUMAN	81817.9	82846.2	86780.6	81870.4	79594.5	77554.1	70642.5	73566.9	84193.5	73994.9	84599.3	82512.3	37475.4112601818	28774.7731224139	48626.586233452	40552.5850864714	34407.4469973624	42852.6313818624	23849.0302260257	40600.5156934908	44530.1459976621	30487.0633816549	24384.1510909149	28955.3516506454	6
ADAMTS8	Q9UP79	ATS8_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	27115.1	NA	30301.2	17793.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ADAP1	O75689;O75689-2;O75689-3	ADAP1_HUMAN	NA	2744.99	NA	NA	2186.98	3311.09	2679.04	3334.03	4198.33	NA	2780.29	3455.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ADAR	P55265;P55265-4;P55265-5	DSRAD_HUMAN	169404	166095	158431	159608	161009	151576	145125	156353	148848	155229	154561	157689	112269.807910236	138700.707788446	129579.389264839	146706.71075077	112359.954403049	114573.870554731	107931.392053617	129103.986189826	109715.718340393	143271.272417163	130747.023359298	145272.104800311	49
ADAT2	Q7Z6V5;Q7Z6V5-2	ADAT2_HUMAN	8761.97	9697.67	10102.4	10369.7	10606.6	9178.34	9156.65	8432.15	11131	8492.1	11411.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ADAT3	Q96EY9	ADAT3_HUMAN	9184.52	7265.81	8091.03	8455.79	7201.16	8237.3	4686.56	4751.06	NA	8053.7	NA	9312.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ADCY4	Q8NFM4	ADCY4_HUMAN	NA	NA	2209.84	NA	NA	NA	NA	NA	2510.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ADD1	P35611;P35611-2;P35611-3;P35611-4;P35611-6	ADDA_HUMAN	23024.5	18726.6	23138.6	25195.5	21679.1	22335.7	18430.5	22155.8	23756.6	27296.3	23111.3	28180	16920.9911449655	12579.1766679335	19552.2856758793	17717.5834722289	18095.903482064	17430.0862903242	12908.048332679	19549.162711307	19754.355766153	20296.7892080376	16909.5048642818	19804.3124369599	6
ADD3	Q9UEY8	ADDG_HUMAN	13188.9	11254.4	9069.02	10903.1	11158.3	9365.43	10763.6	10617.6	10030.7	11253.2	9766.58	9477.29	12059.2694342665	10746.625151177	7948.55602097681	10471.65776209	10611.3991594068	5093.26423990093	7824.54745674513	8677.78285214005	10089.4547622581	10296.4177012795	9557.45992871289	6000.84577711034	4
ADGRA3	Q8IWK6-4	AGRA3_HUMAN	NA	35330.2	38708.4	32461.2	28681.7	NA	31222	35208.9	36531.7	30577.2	24927.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ADGRA3	Q8IWK6;Q8IWK6-3	AGRA3_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18727.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ADGRE2	Q9UHX3;Q9UHX3-2;Q9UHX3-3;Q9UHX3-4;Q9UHX3-5;Q9UHX3-6	AGRE2_HUMAN	NA	NA	NA	NA	NA	NA	NA	1069.04	2457.07	NA	1605.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ADGRE5	P48960;P48960-2;P48960-3	AGRE5_HUMAN	31413.1	25907.9	29319.3	37633.8	37842.2	31348.1	56744.3	66426.2	62937.9	75219.5	82631.5	80120.2	19801.1050554087	20419.0236226174	19579.4530623658	21982.3185240947	26051.0473439075	18079.1737800263	40961.4841533627	40758.2928671007	39450.8828672023	48371.3523191574	54026.7063812489	56499.849757268	9
ADGRF1	Q5T601	AGRF1_HUMAN	5626.84	7502.31	4815.61	5338.76	6447.83	NA	6702.22	4527.92	5209.02	NA	3104.21	5957.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ADGRG4	Q8IZF6;Q8IZF6-2;Q8IZF6-3	AGRG4_HUMAN	NA	66246.1	NA	NA	58446.7	61295.8	81570.7	58940	50320.1	NA	88427.4	75811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ADGRG7	Q96K78	AGRG7_HUMAN	561.102	993.088	NA	NA	NA	NA	NA	338.343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ADGRL4	Q9HBW9	AGRL4_HUMAN	1219.83	NA	1652.98	1433.6	NA	1400.06	NA	2674.88	1375.53	1702.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ADH5	P11766	ADHX_HUMAN	327664	365993	293094	330014	265866	410507	178579	348994	350687	229426	185212	222028	222267.024516486	215501.197537746	225751.460126852	178946.222753212	166179.598574229	306985.467970765	134162.109975127	196277.26662131	178637.107154119	150909.430849044	125039.469019495	136278.901201023	15
ADH7	P40394;P40394-2	ADH7_HUMAN	NA	1305.47	379.539	1352.18	799.934	3534.19	NA	1665.38	584.392	763.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ADI1	Q9BV57	MTND_HUMAN	98684	90710.6	97624.6	78376.1	102274	116610	91813.2	117668	108632	89041.2	98336.9	106643	62394.3997840479	74250.4975307529	69126.3701056411	58236.1872031982	73574.5702397849	69685.8941156325	56802.0069157354	85074.6129423406	53684.702806137	60875.1497345112	61440.6679213424	74210.1776300385	12
ADIRF	Q15847	ADIRF_HUMAN	106192	129338	88474.2	101925	59026	107091	56774.5	133792	125884	81177.4	75202.7	81552.5	37351.6382742027	44314.8977357343	47365.6449055372	48997.1508488848	33899.3283942939	47388.0907914672	29393.3652359677	57629.1592463704	58089.4253092834	45752.1102330751	45852.9655520239	45842.5235863935	3
ADK	P55263-2	ADK_HUMAN	46609.2	44644.6	37546.4	46774.1	34542.3	39402.7	40660.4	39497	44948.8	40839.6	36265.3	39611.6	37478.9178337772	39013.6193863031	37346.3790852032	44808.3741173913	33622.6085110092	42108.6014667469	31754.8565382884	42691.2840842647	41618.89766006	38408.9157958108	27988.6033190741	32171.722483578	12
ADNP	Q9H2P0	ADNP_HUMAN	42879.3	47041.9	43339.1	45464.9	40473.4	43226.6	34622.7	43263.1	42954	35989.6	36377.8	36034	47468.2023457107	45417.5758310428	47663.0864564858	39176.752989862	43092.9182627929	39884.2418327153	41682.4629710746	47702.8529976757	42675.4178560707	33961.3430684036	43825.2381768923	42150.8811535494	32
ADNP2	Q6IQ32	ADNP2_HUMAN	5000.51	5711.78	3653.03	3918.49	3454.15	6480.42	4006.65	5676.15	4927.42	2293.25	1133.34	4336.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ADO	Q96SZ5	AEDO_HUMAN	7116.71	7718.37	6325.69	7346.8	7908.05	8881.68	6386.13	6440.5	7268.56	6269.45	5447.85	9969.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ADPGK	Q9BRR6;Q9BRR6-2	ADPGK_HUMAN	20501.3	20488.5	19687.7	14390.1	16287	25321.2	13730.6	28460.7	19640.9	8438.47	7269.16	9557.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
ADPRS	Q9NX46	ADPRS_HUMAN	6358.11	7776.72	7327.65	7801.89	8039.33	7132.62	8064.4	9461.59	9644.06	10658.3	9059	7915.31	2988.53234041099	6111.18856262087	4686.04704992134	5774.65167016291	3382.37515060678	9768.41847705891	5206.2921320614	9983.96891030113	7088.54777736145	5798.55861717086	5021.63532785162	NA	5
ADRM1	Q16186	ADRM1_HUMAN	72507.5	77699.8	67731.3	75905.9	70983.9	77348	85364.6	101989	111554	102645	82401.7	99009.1	66415.9596621764	68676.2653474532	66110.1694888888	64207.1102837595	70910.6163685794	68064.3498497706	62240.117433538	94080.2480640275	105353.579066332	109363.489615635	100360.182820877	102540.467857432	9
ADSL	P30566	PUR8_HUMAN	76477.3	77044.6	75377.7	83643.2	79235.4	74329.8	80681.5	72583.8	72942.2	74499.2	62842.3	68231.7	54512.9741950038	78456.4592319497	70622.5785072307	77385.3772107342	71127.8790927349	65353.439726558	48620.6915652553	78036.242720996	71595.6512812788	65356.4346111085	44065.7483657495	46943.4377961096	20
ADSS2	P30520	PURA2_HUMAN	88351.5	88106.6	89406.4	89201.6	88588.7	95066	84926.4	84482.7	87448.6	89723.6	92698.1	91798	79683.2961640384	76404.7237267393	79442.7221592175	76869.5899546285	81313.5015185139	55652.6728078954	71873.7451836466	72834.222914945	77377.1553490762	79329.5213022357	73690.3797919047	85835.2429999449	20
AEBP2	Q6ZN18;Q6ZN18-2;Q6ZN18-3	AEBP2_HUMAN	8724.89	8882.2	7842.46	8890.01	8596.17	8049.49	10610.6	7802.29	10081.3	6124.57	10177.9	8270.6	6856.0237660822	8137.56524561772	7782.58448586065	5872.74745159996	6143.34973917648	9196.56303631701	4319.03685077273	11227.2918655298	9772.05871599561	4841.94417430122	4241.00290078702	6646.00102789844	5
AFAP1	Q8N556;Q8N556-2	AFAP1_HUMAN	7493.87	6948.15	6885.58	6176.54	8572.14	6341.25	7858.85	8141.29	7424.13	6678.17	7361.22	5195.04	5048.55753017838	6035.3858231779	6434.53537461001	5226.64630905361	5021.68926863349	8074.4679830227	NA	6889.82442924441	4966.18758366455	5419.6398553446	5681.79422863566	3856.536185908	5
AFDN	P55196;P55196-1	AFAD_HUMAN	14519.8	13556.2	14487	14329.4	11420.1	11332.7	11689.6	17876.8	11643.2	11905.1	11345.6	11890.1	9095.50572456822	8401.16846233453	11759.609826361	10059.0224774777	7959.22315221459	13125.5641086803	7083.25464057627	14204.8936821998	9678.7118197432	7544.00709512322	6393.64053305729	7192.74840256111	7
AFF4	Q9UHB7	AFF4_HUMAN	9622.59	9053.62	9667.71	11351.3	9441.51	10105.4	6962.71	9005.63	9582.04	11924.4	8604.54	10130.3	8154.59438985763	7803.81603713767	9244.10670241221	10258.3189275216	9212.58657149958	8940.93596924631	6031.0780252747	9351.38243262694	9099.2255781564	10549.8686807653	6968.95225984665	8791.37024612069	5
AFG3L2	Q9Y4W6	AFG32_HUMAN	86911.4	94796.9	99134.9	95332.2	89906.3	100058	73372.7	83417.3	77967.6	82026.4	71595.5	79086.4	64468.49063288	69584.343193646	69731.4241939037	64676.6909142481	70703.5561474891	68506.9214452545	56858.3986982702	58637.9097337173	49101.2118991329	57787.635771288	59541.8619548404	59691.3911043475	23
AFP	P02771	FETA_HUMAN	26255.5	37703.8	27076.6	40471.7	24695.1	29751.7	17174.6	19786.1	29752	13842.4	25952.4	19839.8	17575.1899618304	23380.043583897	20197.8740067107	25977.212995791	11918.4629550306	20095.4823189485	8881.22594935651	19848.0584542921	26535.099795993	5473.85029826273	14070.5774648763	12063.2078713462	3
AFTPH	Q6ULP2;Q6ULP2-6;Q6ULP2-8;Q6ULP2-9	AFTIN_HUMAN	20416.3	17944	20772	20778.8	20348.6	20652.9	16702	14515.4	18575.5	20725.5	19655.4	16014.6	14288.0994319028	12765.3550174122	15472.7629981825	11299.7779448951	16334.7706502745	14189.0236795303	8819.13294363615	8409.05571102605	15358.1065233697	8336.58858354963	7617.90023797638	6000.39359858192	5
AGA	P20933	ASPG_HUMAN	11925	8393.18	13214.2	10451.4	8212.67	9941.5	10398	8029.09	10193.3	NA	8984.13	8120.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
AGAP1	Q9UPQ3;Q9UPQ3-2	AGAP1_HUMAN	NA	NA	NA	NA	NA	5193.64	NA	NA	NA	3276.22	NA	5621.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
AGBL2	Q5U5Z8	CBPC2_HUMAN	NA	NA	3407.73	3053.44	2648	1859.41	NA	NA	3119.94	2168.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
AGFG1	P52594;P52594-2;P52594-3;P52594-4	AGFG1_HUMAN	31036.6	31398.6	26173.5	31557.1	29759.9	27840.6	37089.8	24889.7	26117.7	27635.7	29214.2	28132.6	20934.1716002568	24833.6836483939	21085.9882646033	24988.4882508493	22980.1074877624	20921.1275740627	21179.6002663073	26476.8174404926	20807.8051783257	16919.5230319768	18318.2459852207	21435.9782208522	7
AGFG2	O95081;O95081-2	AGFG2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3266.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
AGGF1	Q8N302	AGGF1_HUMAN	6147.49	8511.36	7997.32	8226.91	8576.28	6134.08	7758.43	4697.87	8321.02	7669.72	6923.78	7888.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
AGK	Q53H12	AGK_HUMAN	43397.2	42924.3	38996.7	46823.5	42676.1	45441.1	32390.3	37566.3	40428.1	42823.2	34747.3	35508.6	41953.2381333685	42080.02910086	37165.5018824504	45373.2418801792	47763.8742162075	43498.1244293712	23110.7847921061	37715.7638632874	37807.4424330259	38478.3481904828	24574.9602468195	23113.9350506708	15
AGL	P35573	GDE_HUMAN	28379.4	26832.5	26927.9	25949.1	27884.2	25666.3	26154	22629.6	23966.7	24723	28169.4	23574.4	26964.4454062185	24649.0617033644	28150.3002067626	22217.1531983513	30374.6512278403	22653.7608711886	24998.1480545569	21981.2354716457	22281.4369828074	22263.5121258813	26320.7192794441	22087.4417300476	25
AGO1	Q9UL18	AGO1_HUMAN	8845.45	10598.1	7645.26	8935.02	8724.54	8074.33	10101.9	8988.61	11932.5	10247.5	11751	9974.02	6003.49587754192	7473.58423024631	6057.90476835818	6732.55766240273	5690.94666373681	6193.60931351926	6684.34126893887	7357.22580326175	8934.44864241812	7336.75678195197	8056.55775994185	5858.86975599113	4
AGO2	Q9UKV8;Q9UKV8-2	AGO2_HUMAN	34738.4	36737.5	31936.9	34109	31663.2	32591.1	32759.5	28648	24356.6	33059.7	31225.8	31756.8	25239.1023141803	28587.3538223807	28037.5310269729	43618.4965269637	27078.9759684157	24104.0030911725	24561.4797636467	22451.8789319147	22730.9218996277	28045.8886616047	24378.577266159	26197.5453817962	16
AGO3	Q9H9G7	AGO3_HUMAN	26889.1	27502.7	26108.3	21343.5	8008.6	17936.9	29532.9	8658.94	15593.6	20811.9	26761.6	33894.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
AGPAT3	Q9NRZ7;Q9NRZ7-2;Q9NRZ7-3	PLCC_HUMAN	7666.75	7238.12	8667.6	8591.16	8846.91	6065.65	8039.58	5024.86	7609.4	6482.27	7472.76	8000.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
AGPAT5	Q9NUQ2	PLCE_HUMAN	13277	15797.1	13516.7	14245.8	10208.9	16124.1	7080.07	12281.5	11922	9670.93	6861.19	7173.1	8844.42016470098	10716.7840496059	8591.7015312843	10533.5661576622	7268.82538352536	12496.5204608121	6934.3826367252	NA	9799.16094227716	6108.54499285632	4693.64897703624	6008.11265914615	4
AGPS	O00116	ADAS_HUMAN	77589.9	76935.3	77990.3	72583.3	71520.6	77251	77983.9	72295.7	70580.1	67659.3	74806.9	72295.3	75093.0565524415	72949.1142172518	69582.6665357496	68149.94826004	67195.6237626093	68534.2063235899	62584.5026200532	76745.5542518185	67968.4710058518	61555.8540879927	78666.0043687731	62404.5755432604	22
AGRN	O00468;O00468-3;O00468-4;O00468-5;O00468-6;O00468-7	AGRIN_HUMAN	11030.2	12205.6	10396	NA	NA	NA	NA	13609.2	NA	NA	17009.2	14592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
AGTPBP1	Q9UPW5;Q9UPW5-2;Q9UPW5-3	CBPC1_HUMAN	8784.51	10128.7	10790.9	9532.87	10035.8	11016.4	6023.5	8823.33	7594.84	8482.41	8691.96	8523.13	7005.68405601395	8288.7057860551	9510.27915143159	8065.0752026002	7531.49741462514	9495.448081766	3226.5604277538	8040.56800291363	7009.57500683758	7914.46943647494	7552.27667455051	6972.25302486983	5
AHCTF1	Q8WYP5;Q8WYP5-2;Q8WYP5-3	ELYS_HUMAN	66615.8	72767.7	76593.6	80211	69744.2	76184.8	80314.8	76061.7	80291.5	79929.3	78150.3	67575.7	32963.2356508969	35632.5642439368	48595.9345254596	48017.6408750865	54186.2238553156	44698.5660986121	47656.7973020889	41561.1005267952	38885.4117610999	44897.3024312605	45952.8708476955	42820.4151813002	25
AHCY	P23526	SAHH_HUMAN	342818	351170	323138	352841	366512	371617	310725	342143	326968	349039	340549	334335	278901.750895368	317422.177908986	284183.930685781	315645.37720803	319693.636063949	365932.016416289	242049.00553949	380299.122496499	310690.793073983	299527.507941161	276341.278144809	301934.67800735	23
AHCYL1	O43865	SAHH2_HUMAN	27331.8	23834.5	23497.9	27436.5	25670.5	21824.1	30048.8	31740.9	30883.8	33756.2	34494.7	33821.5	16749.4924227686	15225.9883424252	17679.9936981908	17630.2518777878	17888.1828723524	16759.0518553833	23137.6951492931	24298.3852374367	22360.6896868346	27054.9923314195	28881.1275875447	26892.1532185376	7
AHNAK	Q09666	AHNK_HUMAN	472453	523456	491932	461064	438389	406420	411831	517855	488594	437578	415255	416205	456662.052842853	513973.306600933	482753.577293479	413685.062742487	443770.529386817	240078.252333079	397579.078812067	453155.810231444	469014.785253117	499699.702378631	416322.361476557	437703.359121868	235
AHNAK2	Q8IVF2;Q8IVF2-3	AHNK2_HUMAN	40167.6	48449.6	38949.2	34089.6	35823.9	36264.6	36878.3	49134.7	35554.8	30914.8	33488.4	30645.3	20281.7590284231	36328.3839661144	30960.1457116751	29534.2325497041	32359.0983791006	22125.8892233684	30249.2128728801	26260.9683083343	17601.3829364408	15682.3091366127	15606.4222684591	16452.5542528235	10
AHR	P35869	AHR_HUMAN	6468.93	7149.47	4750.76	7217.82	5072.64	5838.19	7461.62	6039.53	6071.87	7050.7	7592.52	8646.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
AHSA1	O95433	AHSA1_HUMAN	201209	206901	201008	198441	183769	196475	149002	210012	199555	181613	167816	169955	166383.308973677	180417.596012843	155493.963975924	167607.74792551	154394.598272908	244107.57766052	110622.19360546	167171.822951321	166171.378746548	137432.437293554	122898.212225222	94282.0978574627	21
AHSG	P02765	FETUA_HUMAN	698106	856042	754338	890384	730760	818975	NA	740940	788014	NA	656184	592065	260245.050355034	317575.020892281	292205.654129586	313339.681449521	311004.256687026	301560.413441598	NA	281072.721753502	303736.062371913	NA	208852.025035866	207976.871704651	4
AIDA	Q96BJ3	AIDA_HUMAN	9248.44	12164.5	11174.2	12787.5	11829.8	11060.4	9908.58	9912.11	12535.7	11852.7	10456.9	10623.7	6172.61119985135	11059.974150049	13854.9686094374	12115.7516595527	9872.55665387154	12019.1619318044	7760.7743894264	10532.3246424693	10441.376766862	8918.72636893006	8758.07189204392	8443.9598969022	7
AIFM1	O95831	AIFM1_HUMAN	180926	178093	175641	166455	183215	170377	148237	141192	172398	171715	154775	159571	176197.236427033	171837.027888383	170652.146176108	158543.948795243	185087.123443342	134892.059704446	133909.095814573	128782.124115192	162813.817018014	159238.186956052	153209.472511062	154334.736278665	23
AIFM2	Q9BRQ8	FSP1_HUMAN	36027	34560.8	35427.6	32854.9	36505	24598.1	31722.5	28681.6	29598.8	23954.9	25128.2	28297.3	22464.127532096	20873.6580822145	21762.7777843753	20162.7896073185	22797.9456002697	10582.6366961339	19754.5123376638	19087.1270842421	18547.0277591024	11450.9845202929	16095.8458323309	17091.0895682184	7
AIMP1	Q12904;Q12904-2	AIMP1_HUMAN	141811	155052	170742	167423	158770	151666	150804	150370	142103	153507	168941	142879	122226.746183767	157333.392405117	179305.456168992	178445.790600351	146864.299282007	160089.516102222	106975.399934043	139893.651615804	137727.222261444	148517.748335712	135124.750345751	107323.329015991	13
